File,LineNumber,src
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3379,          break;
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3380,        default:
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3381,"          throw new DoNotRetryIOException(""Unsupported mutate type: "" + type.name());"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3382,        }
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3383,        if (r != null) {
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3384,          ClientProtos.Result pbResult = null;
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3385,          if (isClientCellBlockSupport()) {
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3386,            pbResult = ProtobufUtil.toResultNoData(r);
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3387,            //  Hard to guess the size here.  Just make a rough guess.
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3388,            if (cellsToReturn == null) cellsToReturn = new ArrayList<CellScannable>(256);
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3389,            cellsToReturn.add(r);
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3390,          } else {
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3391,            pbResult = ProtobufUtil.toResult(r);
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3392,          }
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3393,          resultOrException =
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3394,            ClientProtos.ResultOrException.newBuilder().setResult(pbResult).build();
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3395,        }
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3396,        // Could get to here and there was no result and no exception.  Presumes we added
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3397,        // a Put or Delete to the collecting Mutations List for adding later.  In this
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3398,        // case the corresponding ResultOrException instance for the Put or Delete will be added
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3399,        // down in the doBatchOp method call rather than up here.
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3400,      } catch (IOException ie) {
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3401,        resultOrException = ResultOrException.newBuilder().
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3402,          setException(ResponseConverter.buildException(ie)).build();
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3403,      }
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3404,      if (resultOrException != null) {
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3405,        builder.addResultOrException(resultOrException);
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3406,      }
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3407,    }
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3408,    // Finish up any outstanding mutations
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3409,    if (!mutations.isEmpty()) {
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3410,"      doBatchOp(builder, region, mutations, cellScanner);"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3411,    }
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3412,    return cellsToReturn;
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3413,  }
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3414,
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,3890,      if (entries == null || entries.isEmpty()) {
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,4074,"  protected void doBatchOp(final RegionMutationResult.Builder builder, final HRegion region,"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,4079,    ResultOrException resultOrException = null;
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,4103,            resultOrException = ResponseConverter.buildActionResult(
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,4105,"            builder.setResultOrException(i, resultOrException);"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,4109,            resultOrException = ResponseConverter.buildActionResult(
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,4111,"            builder.setResultOrException(i, resultOrException);"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,4115,            resultOrException = ResponseConverter.buildActionResult(
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,4117,"            builder.setResultOrException(i, resultOrException);"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,4125,      resultOrException = ResponseConverter.buildActionResult(ie);
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,4127,"        builder.setResultOrException(i, resultOrException);"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,4149,"  protected OperationStatus [] doBatchOp(final HRegion region,"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,4150,"      final List<Pair<MutationType, Mutation>> mutations, boolean isReplay)"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java,4151,  throws IOException {
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALEditsReplaySink.java,39,import org.apache.hadoop.hbase.TableName;
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALEditsReplaySink.java,56,import org.apache.hadoop.hbase.protobuf.generated.ClientProtos.RegionMutationResult;
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALEditsReplaySink.java,57,import org.apache.hadoop.hbase.protobuf.generated.ClientProtos.ResultOrException;
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALEditsReplaySink.java,119,    // Build the action list.
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALEditsReplaySink.java,131,
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALEditsReplaySink.java,144,"        replayEdits(loc, curRegion, allActions.subList(replayedActions,"
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALEditsReplaySink.java,186,
hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/WALEditsReplaySink.java,203,
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestQosFunction.java,23,import org.apache.hadoop.hbase.protobuf.generated.ClientProtos.MultiRequest;
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestQosFunction.java,46,    // Check multi works.
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestQosFunction.java,47,"    checkMethod(""Multi"", HConstants.NORMAL_QOS, qosFunction, MultiRequest.getDefaultInstance());"
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestQosFunction.java,50,"  private void checkMethod(final String methodName, final int expected,"
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestQosFunction.java,51,      final AnnotationReadingPriorityFunction qosf) {
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestQosFunction.java,52,"    checkMethod(methodName, expected, qosf, null);"
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestQosFunction.java,53,  }
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestQosFunction.java,54,
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestQosFunction.java,55,"  private void checkMethod(final String methodName, final int expected,"
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestQosFunction.java,56,"      final AnnotationReadingPriorityFunction qosf, final Message param) {"
hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestQosFunction.java,59,"    assertEquals(methodName, expected, qosf.getPriority(builder.build(), param));"
hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/ExportSnapshot.java,48,import org.apache.hadoop.hbase.protobuf.ProtobufUtil;
hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/ExportSnapshot.java,48,import org.apache.hadoop.hbase.mapreduce.TableMapReduceUtil;
hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/ExportSnapshot.java,532,    TableMapReduceUtil.addDependencyJars(job);
hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/ExportSnapshot.java,48,import org.apache.hadoop.hbase.protobuf.ProtobufUtil;
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,258,    if (rows.isEmpty()){
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,263,"        new HashMap<HRegionLocation, MultiAction<Row>>();"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,324,    if (row == null){
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,325,"      throw new IllegalArgumentException(""row cannot be null"");"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,326,    }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,327,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,481,      final MultiAction<Row> multi = e.getValue();
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,482,"      incTaskCounters(multi.getRegions(), loc.getServerName());"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,483,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,489,"            MultiServerCallable<Row> callable = createCallable(loc, multi);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,493,"              LOG.warn(""The call to the region server failed, we don't know where we stand, "" +"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,494,"                  loc.getServerName(), e);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,495,"              resubmitAll(initialActions, multi, loc, numAttempt + 1, e, errorsByServer);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,499,"            receiveMultiAction(initialActions, multi, loc, res, numAttempt, errorsByServer);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,501,"            decTaskCounters(multi.getRegions(), loc.getServerName());"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,511,"        decTaskCounters(multi.getRegions(), loc.getServerName());"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,516,"        resubmitAll(initialActions, multi, loc, numAttempt + 1, ree, errorsByServer);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,593,"        rsActions.actions.values().iterator().next().get(0).getAction().getRow(), null, location);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,595,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,596,    List<Action<Row>> toReplay = new ArrayList<Action<Row>>();
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,597,    for (List<Action<Row>> actions : rsActions.actions.values()) {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,598,      for (Action<Row> action : actions) {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,608,"        initialActions.size() + ""ops, NOT resubmitting, "" + location.getServerName());"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,672,            Action<Row> correspondingAction = initialActions.get(regionResult.getFirst());
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,675,"            this.callback.success(correspondingAction.getOriginalIndex(),"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,676,"                resultsForRS.getKey(), row, (CResult) result);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,697,"        LOG.warn(""Not sent: "" + toReplay.size() +"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,698,"            "" operations, "" + location, e);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,708,"            "" ops on "" + location.getServerName() + "" NOT resubmitting."" + location);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncProcess.java,711,"        LOG.debug(""Attempt #"" + numAttempt + ""/"" + numTries + "" is finally successful."");"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/Get.java,35,import org.apache.hadoop.hbase.KeyValue;
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HConnectionManager.java,2168,"        Map<byte[], HRegionLocation> tableLocations ="
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HConnectionManager.java,2169,          getTableLocations(hri.getTable());
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,26,import java.util.HashMap;
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,64,import org.apache.hadoop.hbase.protobuf.generated.ClientProtos.MultiGetRequest;
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,65,import org.apache.hadoop.hbase.protobuf.generated.ClientProtos.MultiGetResponse;
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,88," * <p>To access a table in a multi threaded environment, please consider"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,89, * using the {@link HTablePool} class to create your HTable instances.
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,90, *
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,962,          MultiRequest request = RequestConverter.buildMultiRequest(
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1016,            PayloadCarryingRpcController rpcContoller = new PayloadCarryingRpcController();
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1017,"            MutateResponse response = getStub().mutate(rpcContoller, request);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1018,"            return ProtobufUtil.toResult(response.getResult(), rpcContoller.cellScanner());"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1145,    RegionServerCallable<Boolean> callable =
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1146,"        new RegionServerCallable<Boolean>(connection, getName(), get.getRow()) {"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1147,      public Boolean call() throws IOException {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1148,        try {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1149,          GetRequest request = RequestConverter.buildGetRequest(
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1150,"            getLocation().getRegionInfo().getRegionName(), get, true);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1151,"          GetResponse response = getStub().get(null, request);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1152,          return response.getExists();
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1153,        } catch (ServiceException se) {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1154,          throw ProtobufUtil.getRemoteException(se);
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1155,        }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1156,      }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1157,    };
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1158,"    return rpcCallerFactory.<Boolean> newCaller().callWithRetries(callable, this.operationTimeout);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1159,  }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1160,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1161,  /**
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1162,   * Goal of this inner class is to keep track of the initial position of a get in a list before
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1163,   * sorting it. This is used to send back results in the same orders we got the Gets before we sort
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1164,   * them.
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1165,   */
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1166,  private static class SortedGet implements Comparable<SortedGet> {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1167,    protected int initialIndex = -1; // Used to store the get initial index in a list.
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1168,    protected Get get; // Encapsulated Get instance.
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1169,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1170,"    public SortedGet (Get get, int initialIndex) {"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1171,      this.get = get;
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1172,      this.initialIndex = initialIndex;
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1173,    }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1174,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1175,    public int getInitialIndex() {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1176,      return initialIndex;
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1177,    }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1178,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1179,    @Override
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1180,    public int compareTo(SortedGet o) {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1181,      return get.compareTo(o.get);
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1182,    }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1183,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1184,    public Get getGet() {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1185,      return get;
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1186,    }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1187,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1188,    @Override
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1189,    public int hashCode() {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1190,      return get.hashCode();
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1191,    }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1192,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1193,    @Override
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1194,    public boolean equals(Object obj) {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1195,      if (obj instanceof SortedGet)
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1196,        return get.equals(((SortedGet)obj).get);
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1197,      else
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1198,        return false;
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1199,    }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1207,"    // Prepare the sorted list of gets. Take the list of gets received, and encapsulate them into"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1208,"    // a list of SortedGet instances. Simple list parsing, so complexity here is O(n)"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1209,    // The list is later used to recreate the response order based on the order the Gets
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1210,    // got received.
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1211,    ArrayList<SortedGet> sortedGetsList = new ArrayList<HTable.SortedGet>();
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1212,    for (int indexGet = 0; indexGet < gets.size(); indexGet++) {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1213,"      sortedGetsList.add(new SortedGet (gets.get(indexGet), indexGet));"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1214,    }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1215,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1216,    // Sorting the list to get the Gets ordered based on the key.
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1217,    Collections.sort(sortedGetsList); // O(n log n)
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1219,    // step 1: sort the requests by regions to send them bundled.
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1220,    // Map key is startKey index. Map value is the list of Gets related to the region starting
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1221,    // with the startKey.
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1222,"    Map<Integer, List<Get>> getsByRegion = new HashMap<Integer, List<Get>>();"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1223,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1224,    // Reference map to quickly find back in which region a get belongs.
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1225,"    Map<Get, Integer> getToRegionIndexMap = new HashMap<Get, Integer>();"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1226,"    Pair<byte[][], byte[][]> startEndKeys = getStartEndKeys();"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1227,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1228,    int regionIndex = 0;
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1229,    for (final SortedGet get : sortedGetsList) {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1230,      // Progress on the regions until we find the one the current get resides in.
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1231,"      while ((regionIndex < startEndKeys.getSecond().length) && ((Bytes.compareTo(startEndKeys.getSecond()[regionIndex], get.getGet().getRow()) <= 0))) {"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1232,        regionIndex++;
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1233,      }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1234,      List<Get> regionGets = getsByRegion.get(regionIndex);
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1235,      if (regionGets == null) {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1236,        regionGets = new ArrayList<Get>();
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1237,"        getsByRegion.put(regionIndex, regionGets);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1238,      }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1239,      regionGets.add(get.getGet());
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1240,"      getToRegionIndexMap.put(get.getGet(), regionIndex);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1243,    // step 2: make the requests
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1244,"    Map<Integer, Future<List<Boolean>>> futures ="
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1245,"        new HashMap<Integer, Future<List<Boolean>>>(sortedGetsList.size());"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1246,"    for (final Map.Entry<Integer, List<Get>> getsByRegionEntry : getsByRegion.entrySet()) {"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1247,      Callable<List<Boolean>> callable = new Callable<List<Boolean>>() {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1248,        public List<Boolean> call() throws Exception {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1249,          RegionServerCallable<List<Boolean>> callable =
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1250,"            new RegionServerCallable<List<Boolean>>(connection, getName(),"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1251,              getsByRegionEntry.getValue().get(0).getRow()) {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1252,            public List<Boolean> call() throws IOException {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1253,              try {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1254,                MultiGetRequest requests = RequestConverter.buildMultiGetRequest(
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1255,"                  getLocation().getRegionInfo().getRegionName(), getsByRegionEntry.getValue(),"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1256,"                  true, false);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1257,"                MultiGetResponse responses = getStub().multiGet(null, requests);"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1258,                return responses.getExistsList();
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1259,              } catch (ServiceException se) {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1260,                throw ProtobufUtil.getRemoteException(se);
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1261,              }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1262,            }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1263,          };
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1264,"          return rpcCallerFactory.<List<Boolean>> newCaller().callWithRetries(callable,"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1265,              operationTimeout);
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1266,        }
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1267,      };
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1268,"      futures.put(getsByRegionEntry.getKey(), pool.submit(callable));"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1271,    // step 3: collect the failures and successes
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1272,"    Map<Integer, List<Boolean>> responses = new HashMap<Integer, List<Boolean>>();"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1273,"    for (final Map.Entry<Integer, List<Get>> sortedGetEntry : getsByRegion.entrySet()) {"
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1274,      try {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1275,        Future<List<Boolean>> future = futures.get(sortedGetEntry.getKey());
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1276,        List<Boolean> resp = future.get();
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1277,
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1278,        if (resp == null) {
hbase-client/src/main/java/org/apache/hadoop/hbase/client/HTable.java,1279,"          LOG.warn(""Failed for gets on region: "" + sortedGetEntry.getKey());"
